country_code,macro_region,station_count,fast_actual_share,fast_predicted_share,demand_score_filled,future_demand_share,predicted_gap,future_gap_share,stations_to_upgrade,risk_level,confidence_level,share_models_since_2020,share_models_since_2023
BW,Other,1,0.0,0.4390441465444503,0.8710109347905514,0.8710109347905514,0.431966788246101,0.4319667882461011,0.4319667882461011,High,low,0.0,0.0
SE,European_Union,4953,0.2408641227538865,0.5389320481600818,0.8920370892166337,0.97,0.3531050410565519,0.4310679518399182,2135.0795654631147,High,standard,0.8468468468468469,0.32432432432432434
IE,European_Union,2002,0.2407592407592407,0.5449793108444161,0.8920370892166337,0.97,0.3470577783722176,0.4250206891555839,850.891419689479,High,standard,0.8468468468468469,0.32432432432432434
BA,Other,39,0.1538461538461538,0.4505011346272266,0.8710109347905514,0.8710109347905514,0.4205098001633247,0.4205098001633248,16.399882206369668,High,low,0.0,0.0
GE,Other,50,0.18,0.4604179477837081,0.8710109347905514,0.8710109347905514,0.4105929870068432,0.41059298700684327,20.529649350342165,High,standard,0.0,0.0
HK,Other,223,0.1659192825112107,0.4630067421768598,0.8710109347905514,0.8710109347905514,0.4080041926136915,0.4080041926136916,90.98493495285322,High,standard,0.0,0.0
CH,Other,877,0.2155074116305587,0.479437539840518,0.8710109347905514,0.8710109347905514,0.3915733949500333,0.39157339495003335,343.40986737117925,High,standard,0.0,0.0
CZ,European_Union,554,0.2906137184115523,0.5955999769642122,0.8920370892166337,0.97,0.2964371122524215,0.3744000230357878,207.41761276182643,Medium,standard,0.8468468468468469,0.32432432432432434
GR,European_Union,277,0.3140794223826715,0.607843430472937,0.8920370892166337,0.97,0.2841936587436967,0.362156569527063,100.31736975899645,Medium,standard,0.8468468468468469,0.32432432432432434
GG,Other,15,0.0,0.5169718474856336,0.8710109347905514,0.8710109347905514,0.3540390873049177,0.35403908730491773,5.310586309573766,High,low,0.0,0.0
ME,Other,32,0.1875,0.5201307158353552,0.8710109347905514,0.8710109347905514,0.3508802189551961,0.35088021895519617,11.228167006566277,High,low,0.0,0.0
RE,Other,8,0.375,0.5303774579935507,0.8710109347905514,0.8710109347905514,0.3406334767970006,0.3406334767970006,2.725067814376005,Medium,low,0.0,0.0
EG,Other,457,0.2319474835886214,0.5403762501224857,0.8710109347905514,0.8710109347905514,0.3306346846680656,0.33063468466806567,151.10005089330602,High,standard,0.0,0.0
ET,Other,1,0.0,0.5408810565434361,0.8710109347905514,0.8710109347905514,0.3301298782471152,0.33012987824711526,0.33012987824711526,High,low,0.0,0.0
PL,European_Union,461,0.368763557483731,0.6567920973790953,0.8920370892166337,0.97,0.2352449918375384,0.3132079026209047,144.38884310823707,Medium,standard,0.8468468468468469,0.32432432432432434
GH,Other,3,0.0,0.5668123497724936,0.8710109347905514,0.8710109347905514,0.3041985850180577,0.30419858501805774,0.9125957550541732,High,low,0.0,0.0
NO,Other,4790,0.2939457202505219,0.5696289804084448,0.8710109347905514,0.8710109347905514,0.3013819543821066,0.3013819543821066,1443.6195614902906,Medium,standard,0.0,0.0
ES,European_Union,17824,0.354802513464991,0.6711586964428553,0.8920370892166337,0.97,0.2208783927737784,0.29884130355714467,5326.547394602547,Medium,standard,0.8468468468468469,0.32432432432432434
SK,European_Union,253,0.3517786561264822,0.6742009714564706,0.8920370892166337,0.97,0.2178361177601631,0.29579902854352935,74.83715422151293,Medium,standard,0.8468468468468469,0.32432432432432434
JE,Other,29,0.2068965517241379,0.5848551569207976,0.8710109347905514,0.8710109347905514,0.2861557778697537,0.28615577786975377,8.298517558222859,High,low,0.0,0.0
CR,Latin_America,171,0.3625730994152046,0.6940689627097947,0.8464638256037036,0.97,0.1523948628939089,0.2759310372902053,47.1842073766251,Medium,standard,1.0,0.0
NP,Other,1,0.0,0.6002794897077737,0.8710109347905514,0.8710109347905514,0.2707314450827777,0.2707314450827777,0.2707314450827777,High,low,0.0,0.0
RO,European_Union,715,0.3902097902097902,0.6993559825655982,0.8920370892166337,0.97,0.1926811066510355,0.2706440174344018,193.5104724655973,Medium,standard,0.8468468468468469,0.32432432432432434
PK,Other,3,0.0,0.6023683316682942,0.8710109347905514,0.8710109347905514,0.2686426031222572,0.2686426031222572,0.8059278093667716,High,low,0.0,0.0
MM,Other,1,1.0,0.6034186347921254,0.8710109347905514,0.8710109347905514,0.2675922999984259,0.26759229999842593,0.26759229999842593,Low,low,0.0,0.0
MY,Other,611,0.2978723404255319,0.6039721468293323,0.8710109347905514,0.8710109347905514,0.267038787961219,0.26703878796121905,163.16069944430484,Medium,standard,0.0,0.0
BR,Latin_America,644,0.4021739130434782,0.7048355416053471,0.8464638256037036,0.97,0.1416282839983564,0.26516445839465286,170.76591120615643,Medium,standard,1.0,0.0
SI,European_Union,185,0.4,0.7086746284877407,0.8920370892166337,0.97,0.183362460728893,0.2613253715122593,48.34519372976797,Medium,standard,0.8468468468468469,0.32432432432432434
IS,Other,428,0.2967289719626168,0.6138595678463692,0.8710109347905514,0.8710109347905514,0.2571513669441821,0.25715136694418217,110.06078505210996,Medium,standard,0.0,0.0
CL,Latin_America,171,0.4093567251461988,0.7133710124001601,0.8464638256037036,0.97,0.1330928132035435,0.2566289875998399,43.883556879572616,Medium,standard,1.0,0.0
LT,European_Union,960,0.415625,0.7194821205080011,0.8920370892166337,0.97,0.1725549687086326,0.2505178794919989,240.49716431231894,Medium,standard,0.8468468468468469,0.32432432432432434
PA,Latin_America,6,0.3333333333333333,0.7217915293532812,0.8464638256037036,0.97,0.1246722962504224,0.2482084706467188,1.4892508238803128,Medium,low,1.0,0.0
JO,Middle_East,88,0.4318181818181818,0.7349999351318338,0.8575031263667221,0.97,0.1225031912348882,0.23500006486816616,20.68000570839862,Medium,standard,0.7619047619047619,0.19047619047619047
TT,Other,3,0.3333333333333333,0.6415931317237894,0.8710109347905514,0.8710109347905514,0.2294178030667619,0.22941780306676196,0.6882534092002859,Medium,low,0.0,0.0
SA,Middle_East,3,0.0,0.741031434175763,0.8575031263667221,0.97,0.1164716921909591,0.22896856582423697,0.6869056974727109,High,low,0.7619047619047619,0.19047619047619047
GT,Latin_America,1,0.0,0.7437395229344326,0.8464638256037036,0.97,0.102724302669271,0.2262604770655674,0.2262604770655674,High,low,1.0,0.0
PH,Other,16,0.4375,0.6504251500325923,0.8710109347905514,0.8710109347905514,0.2205857847579591,0.2205857847579591,3.5293725561273455,Medium,low,0.0,0.0
BB,Other,1,0.0,0.6510689799393373,0.8710109347905514,0.8710109347905514,0.219941954851214,0.21994195485121404,0.21994195485121404,High,low,0.0,0.0
MK,Other,12,0.25,0.6521740721368996,0.8710109347905514,0.8710109347905514,0.2188368626536517,0.21883686265365176,2.626042351843821,Medium,low,0.0,0.0
TR,Middle_East,1273,0.4658287509819324,0.7522495806617286,0.8575031263667221,0.97,0.1052535457049934,0.21775041933827133,277.1962838176194,Medium,standard,0.7619047619047619,0.19047619047619047
BH,Middle_East,1,0.0,0.7549604454241013,0.8575031263667221,0.97,0.1025426809426207,0.21503955457589863,0.21503955457589863,High,low,0.7619047619047619,0.19047619047619047
UZ,Other,1,0.0,0.6608084432797429,0.8710109347905514,0.8710109347905514,0.2102024915108085,0.2102024915108085,0.2102024915108085,High,low,0.0,0.0
LI,Other,8,0.125,0.6642188802241858,0.8710109347905514,0.8710109347905514,0.2067920545663655,0.2067920545663655,1.654336436530924,High,low,0.0,0.0
PT,European_Union,3696,0.4734848484848485,0.7677962234088155,0.8920370892166337,0.97,0.1242408658078182,0.2022037765911845,747.3451582810179,Medium,standard,0.8468468468468469,0.32432432432432434
KG,Other,1,0.0,0.6692561705861022,0.8710109347905514,0.8710109347905514,0.2017547642044491,0.20175476420444916,0.20175476420444916,High,low,0.0,0.0
TN,Other,25,0.36,0.6752735068215191,0.8710109347905514,0.8710109347905514,0.1957374279690322,0.19573742796903226,4.893435699225806,Medium,low,0.0,0.0
BG,European_Union,59,0.5084745762711864,0.7794643064324801,0.8920370892166337,0.97,0.1125727827841536,0.19053569356751987,11.241605920483673,Medium,standard,0.8468468468468469,0.32432432432432434
AM,Other,4,0.25,0.683539698705411,0.8710109347905514,0.8710109347905514,0.1874712360851403,0.18747123608514038,0.7498849443405615,Medium,low,0.0,0.0
NZ,Other,977,0.3654042988741044,0.6839792016044544,0.8710109347905514,0.8710109347905514,0.187031733186097,0.187031733186097,182.73000332281677,Medium,standard,0.0,0.0
PR,Other,4,0.25,0.6888257060563323,0.8710109347905514,0.8710109347905514,0.182185228734219,0.18218522873421905,0.7287409149368762,Medium,low,0.0,0.0
IN,India,1187,0.3774220724515585,0.6910341992681073,0.8710109347905514,0.8710109347905514,0.1799767355224441,0.1799767355224441,213.63238506514114,Medium,standard,0.0,0.0
RW,Other,2,1.0,0.6945275342790447,0.8710109347905514,0.8710109347905514,0.1764834005115066,0.17648340051150668,0.35296680102301337,Low,low,0.0,0.0
UY,Latin_America,138,0.5434782608695652,0.794015389194168,0.8464638256037036,0.97,0.0524484364095355,0.17598461080583194,24.285876291204808,Medium,standard,1.0,0.0
AZ,Other,2,0.5,0.6977752335122906,0.8710109347905514,0.8710109347905514,0.1732357012782607,0.1732357012782607,0.3464714025565214,Medium,low,0.0,0.0
JM,Other,33,0.3939393939393939,0.7019472919867522,0.8710109347905514,0.8710109347905514,0.1690636428037991,0.16906364280379915,5.579100212525372,Medium,low,0.0,0.0
CO,Latin_America,61,0.5245901639344263,0.8028200413239757,0.8464638256037036,0.97,0.0436437842797279,0.1671799586760243,10.197977479237483,Medium,standard,1.0,0.0
IQ,Middle_East,2,0.5,0.80469925169813,0.8575031263667221,0.97,0.0528038746685921,0.16530074830187003,0.33060149660374005,Medium,low,0.7619047619047619,0.19047619047619047
UG,Other,1,1.0,0.7081904226499062,0.8710109347905514,0.8710109347905514,0.1628205121406452,0.1628205121406452,0.1628205121406452,Low,low,0.0,0.0
HR,European_Union,267,0.5355805243445693,0.8192020709088126,0.8920370892166337,0.97,0.0728350183078211,0.1507979290911874,40.26304706734703,Medium,standard,0.8468468468468469,0.32432432432432434
GI,Other,7,0.1428571428571428,0.7317136090664427,0.8710109347905514,0.8710109347905514,0.1392973257241087,0.1392973257241087,0.9750812800687608,Medium,low,0.0,0.0
AF,Other,1,0.0,0.7402298704470964,0.8710109347905514,0.8710109347905514,0.1307810643434549,0.13078106434345493,0.13078106434345493,High,low,0.0,0.0
MO,Other,2,1.0,0.745164934276288,0.8710109347905514,0.8710109347905514,0.1258460005142633,0.1258460005142633,0.2516920010285266,Low,low,0.0,0.0
ID,Other,412,0.4563106796116505,0.7455247892729353,0.8710109347905514,0.8710109347905514,0.125486145517616,0.12548614551761605,51.70029195325782,Medium,standard,0.0,0.0
RS,Other,109,0.4403669724770642,0.7521297972226915,0.8710109347905514,0.8710109347905514,0.1188811375678599,0.1188811375678599,12.958043994896729,Medium,standard,0.0,0.0
MA,Other,151,0.4437086092715231,0.7647510556995053,0.8710109347905514,0.8710109347905514,0.106259879091046,0.10625987909104606,16.045241742747955,Medium,standard,0.0,0.0
QA,Middle_East,4,1.0,0.8711615750388302,0.8575031263667221,0.97,-0.013658448672108,0.09883842496116979,0.39535369984467916,Low,low,0.7619047619047619,0.19047619047619047
AL,Other,15,0.6,0.7915584989351776,0.8710109347905514,0.8710109347905514,0.0794524358553737,0.07945243585537376,1.1917865378306063,Medium,low,0.0,0.0
KZ,Other,3,0.6666666666666666,0.7991240707047035,0.8710109347905514,0.8710109347905514,0.0718868640858478,0.07188686408584788,0.21566059225754364,Low,low,0.0,0.0
AU,Other,1240,0.5338709677419354,0.8008104521953885,0.8710109347905514,0.8710109347905514,0.0702004825951628,0.07020048259516287,87.04859841800196,Medium,standard,0.0,0.0
AR,Latin_America,22,0.9545454545454546,0.9003297488626479,0.8464638256037036,0.97,-0.0538659232589443,0.06967025113735204,1.5327455250217448,Low,low,1.0,0.0
KH,Other,22,0.6818181818181818,0.8038643342127867,0.8710109347905514,0.8710109347905514,0.0671466005777646,0.06714660057776467,1.4772252127108227,Low,low,0.0,0.0
AX,Other,3,0.6666666666666666,0.8070154976746192,0.8710109347905514,0.8710109347905514,0.0639954371159321,0.06399543711593214,0.19198631134779642,Low,low,0.0,0.0
OM,Middle_East,22,0.8636363636363636,0.9082904749584724,0.8575031263667221,0.97,-0.0507873485917503,0.0617095250415276,1.3576095509136072,Low,low,0.7619047619047619,0.19047619047619047
SJ,Other,1,0.0,0.8143597296566021,0.8710109347905514,0.8710109347905514,0.0566512051339492,0.05665120513394928,0.05665120513394928,High,low,0.0,0.0
PS,Middle_East,3,0.3333333333333333,0.9174734610603142,0.8575031263667221,0.97,-0.0599703346935921,0.05252653893968573,0.1575796168190572,Medium,low,0.7619047619047619,0.19047619047619047
PY,Latin_America,47,0.8936170212765957,0.9399384491975568,0.8464638256037036,0.97,-0.0934746235938532,0.030061550802443215,1.4128928877148312,Low,low,1.0,0.0
ZA,Other,159,0.6037735849056604,0.8422333055784244,0.8710109347905514,0.8710109347905514,0.028777629212127,0.02877762921212701,4.575643044728195,Medium,standard,0.0,0.0
FO,Other,5,0.8,0.8443999333953481,0.8710109347905514,0.8710109347905514,0.0266110013952032,0.026611001395203226,0.13305500697601613,Low,low,0.0,0.0
XK,Other,15,0.8,0.8529172346474223,0.8710109347905514,0.8710109347905514,0.018093700143129,0.018093700143129055,0.2714055021469358,Low,low,0.0,0.0
MD,Other,34,0.6764705882352942,0.8638216763625082,0.8710109347905514,0.8710109347905514,0.0071892584280431,0.007189258428043188,0.2444347865534684,Low,low,0.0,0.0
LV,European_Union,83,0.9397590361445785,0.9690568592719344,0.8920370892166337,0.97,-0.0770197700553005,0.0009431407280655613,0.07828068042944158,Low,standard,0.8468468468468469,0.32432432432432434
TW,Other,162,0.9320987654320988,0.9731008966153254,0.8710109347905514,0.8710109347905514,-0.102089961824774,0.0,0.0,Low,standard,0.0,0.0
KR,Other,161,1.0,0.9877628178027432,0.8710109347905514,0.8710109347905514,-0.1167518830121917,0.0,0.0,Low,standard,0.0,0.0
UA,Other,563,0.8916518650088809,0.965666916770444,0.8710109347905514,0.8710109347905514,-0.0946559819798926,0.0,0.0,Low,standard,0.0,0.0
RU,Other,2203,0.6999546073536087,0.9021096071696216,0.8710109347905514,0.8710109347905514,-0.0310986723790702,0.0,0.0,Low,standard,0.0,0.0
EE,European_Union,169,0.9230769230769232,0.9750948523865488,0.8920370892166337,0.97,-0.083057763169915,0.0,0.0,Low,standard,0.8468468468468469,0.32432432432432434
BY,Other,40,0.825,0.9205961744965224,0.8710109347905514,0.8710109347905514,-0.0495852397059711,0.0,0.0,Low,low,0.0,0.0
TH,Other,28,0.9285714285714286,0.906934243808121,0.8710109347905514,0.8710109347905514,-0.0359233090175696,0.0,0.0,Low,low,0.0,0.0
IL,Middle_East,295,0.9355932203389832,0.9813953701829344,0.8575031263667221,0.97,-0.1238922438162122,0.0,0.0,Low,standard,0.7619047619047619,0.19047619047619047
